coin_id,priority_score,binance,bybit,kucoin,networks,alternative_exchanges
binance-peg-weth,8.175,False,False,False,binance-smart-chain,"apeswap, autoshark finance, babydogeswap, babyswap, biswap, biswap v3, coinswap, nomiswap, orion (bsc), pancakeswap (v2), pancakeswap infinity clmm (bsc), pancakeswap v1 (bsc), pancakeswap v3 (bsc), thena, thena fusion, thena v3, unchain x, uniswap v3 (bsc), uniswap v4 (bsc), usdfi"
polygon-ecosystem-token,8.3597,True,True,True,"ethereum, polygon-pos","ascendex (bitmax), azbit, biconomy.com, bigone, bingx, bit2me, bitazza, bitbank, bitcointry, bitdelta, bitget, bitkan, bitkub, bitmart, bitrue, bitso, bitstamp, bittime, bitunix, bitvavo, blofin, btse, bvox, bydfi, cex.io, coinbase exchange, coincatch, coinex, cointr, coinw, cryptal, crypto.com exchange, dex-trade, digifinex, emirex, fameex, foxbit, gate, gemini, hibt, hotcoin, htx, kcex, koinpark, kraken, mexc, nami exchange, nonkyc.io, okj, okx, orangex, ourbit, phemex, pointpay, poloniex, slex, tanx, tapbit, tokocrypto, toobit, tothemoon, uniswap v3 (ethereum), vindax, weex, whitebit, xbo.com, xt.com, zoomex"
arbitrum,8.5936,True,True,True,"arbitrum-nova, arbitrum-one, ethereum","arbswap, ascendex (bitmax), biconomy.com, bigone, bingx, bit2me, bitbank, bitcointry, bitdelta, bitget, bitkan, bitkub, bitmart, bitrue, bitso, bittime, bitunix, bitvavo, btse, bvox, bydfi, camelot v3, coinbase exchange, coincatch, coinex, cointr, coinup.io, coinw, dex-trade, digifinex, gate, hotcoin, htx, kraken, lbank, lcx exchange, mexc, nonkyc.io, okj, okx, orangex, ourbit, pancakeswap v3 (arbitrum), phemex, pionex, ramses v2, safebit, slex, spartadex, tapbit, toobit, tothemoon, trubit, uniswap v2 (arbitrum), uniswap v3 (arbitrum one), uniswap v3 (ethereum), uniswap v4 (arbitrum), uniswap v4 (ethereum), weex, whitebit, xt.com, zoomex"
pi-network,8.1963,False,False,False,pi-network,"bitget, bitmart, btcc, bvox, cex.io, coinex, cointr, coinup.io, coinw, digifinex, gate, hibt, lbank, mercado bitcoin, mexc, okx, tapbit, xbo.com, xt.com"
internet-computer,8.2648,True,True,True,"base, ethereum, internet-computer","aerodrome slipstream, ascendex (bitmax), biconomy.com, bigone, binance us, bingx, bit2me, bitget, bitkan, bitmart, bitrue, bitstamp, bittime, bitvavo, blofin, bydfi, cex.io, coinbase exchange, coincatch, coinex, coinstore, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, digifinex, gate, grovex, hibt, hotcoin, htx, icpswap, kcex, kraken, latoken, lbank, localtrade, mercado bitcoin, mexc, nami exchange, okx, phemex, pionex, tapbit, tokocrypto, toobit, weex, whitebit, woo x, xbo.com, xt.com, young platform"
hash-2,6.7968,False,False,False,hash-2,"figure markets, osmosis"
jupiter-perpetuals-liquidity-provider-token,8.0892,False,False,False,solana,"meteora, orca, pancakeswap v3 (solana), raydium (clmm), stabble, xt.com"
susds,7.6821,False,False,False,"arbitrum-one, base, ethereum, optimistic-ethereum","aerodrome (base), curve (base), curve (ethereum), maverick protocol v1 (base), uniswap v3 (base), uniswap v3 (ethereum), uniswap v4 (base), uniswap v4 (ethereum)"
blackrock-usd-institutional-digital-liquidity-fund,4.4933,False,False,False,"aptos, arbitrum-one, avalanche, ethereum, optimistic-ethereum, polygon-pos, solana",
kaspa,8.1231,False,True,True,kaspa,"altcointrader, ascendex (bitmax), biconomy.com, bigone, bingx, bit2me, bitcointry, bitget, bitmart, bitrue, bittime, bitvavo, btcc, btse, bydfi, changenow, coindcx, coinex, coinone, coinw, dex-trade, digifinex, exmo, gate, giottus, grovex, hibt, hotcoin, kraken, lbank, lcx exchange, mexc, mudrex, nonkyc.io, novadax, orangex, ourbit, phemex, pionex, poloniex, tapbit, weex, whitebit, xt.com, young platform"
pump-fun,8.6117,True,True,True,solana,"arkham, ascendex (bitmax), backpack exchange , biconomy.com, bigone, binance us, bingx, bit2me, bitcastle, bitget, bitlo, bitmart, bitrue, bittime, bitvavo, btcc, btcturk | kripto, btse, cex.io, coinbase exchange, cointr, coinup.io, coinw, crypto.com exchange, digifinex, gate, gemini, grovex, hyperliquid, icrypex, kcex, koinpark, kraken, lbank, lcx exchange, mercado bitcoin, meteora, mexc, okx, orangex, orca, pancakeswap v3 (solana), paribu, pumpswap, raydium (clmm), safebit, tapbit, tothemoon, upbit, websea, whitebit, woo x, xbo.com, xt.com"
fasttoken,8.1046,False,False,False,"arbitrum-one, base, binance-smart-chain, ethereum","biconomy.com, bingx, bitmart, bitrue, bvox, coindcx, coinup.io, fameex, fastex, gate, grovex, mexc, pancakeswap (v2), poloniex, whitebit, xbo.com, xt.com"
pudgy-penguins,8.5423,True,True,True,"abstract, binance-smart-chain, ethereum, hyperevm, solana","ascendex (bitmax), azbit, backpack exchange , biconomy.com, bigone, binance us, bingx, bit2me, bitget, bitkan, bitmart, bitrue, bitstamp, bittime, bitunix, bitvavo, blofin, btse, bvox, bydfi, coinbase exchange, coinex, coinup.io, coinw, crypto.com exchange, deepcoin, dex-trade, digifinex, foxbit, gate, gemini, grovex, hibt, hotcoin, htx, hyperswap v3, icrypex, kcex, kraken, lbank, lcx exchange, meteora, mexc, nami exchange, okx, orangex, orca, ourbit, pancakeswap v3 (solana), phemex, pumpswap, raydium, raydium (clmm), slex, tapbit, tokocrypto, toobit, tothemoon, uniswap v2 (abstract), uniswap v3 (abstract), websea, weex, whitebit, woo x, xbo.com, xt.com, young platform"
render-token,8.2694,True,True,True,"ethereum, solana","arkham, ascendex (bitmax), backpack exchange , biconomy.com, binance us, bingx, bit2me, bitazza, bitbank, bitcastle, bitdelta, bitget, bitkan, bitmart, bitrue, bitso, bitstamp, bittime, bitunix, bitvavo, blofin, bvox, bydfi, cex.io, coinbase exchange, coincatch, coinex, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, dex-trade, digifinex, exmo, fameex, foxbit, gate, hibt, hotcoin, htx, icrypex, kcex, kraken, lbank, meteora, mexc, nami exchange, nonkyc.io, okx, orangex, orca, ourbit, pancakeswap v3 (solana), phemex, pointpay, raydium (clmm), tapbit, tokocrypto, toobit, weex, whitebit, woo x, xbo.com, xt.com, zoomex"
rocket-pool-eth,7.5709,False,False,False,"arbitrum-one, base, ethereum, optimistic-ethereum, polygon-pos, ronin","aerodrome (base), aerodrome slipstream, balancer v2, balancer v2 (arbitrum), balancer v2 (base), balancer v3 (arbitrum), balancer v3 (base), balancer v3 (ethereum), balancer v3 (optimism), beethoven x (optimism), curve (ethereum), katana v3, ramses v2, sushiswap v3 (ethereum), uniswap v3 (arbitrum one), uniswap v3 (base), uniswap v3 (ethereum), uniswap v3 (optimism), uniswap v4 (arbitrum), uniswap v4 (base), uniswap v4 (ethereum), uniswap v4 (optimism), velodrome finance, velodrome finance v2 (optimism), velodrome slipstream (optimism)"
kinetic-staked-hype,8.1018,False,False,False,hyperevm,"balancer v3 (hyperevm), curve (hyperevm), gliquid, hx finance, hybra finance v3, hyperbrick, hyperswap v2, hyperswap v3, kittenswap algebra, project x, ramses v3 (hyperevm), ultrasolid v3, upheaval finance"
algorand,8.2507,True,True,True,algorand,"ascendex (bitmax), bigone, binance us, bingx, bit2me, bitdelta, bitfinex, bitget, bitkan, bitkub, bitmart, bitrue, bitso, bitstamp, bitvavo, blofin, btse, bvox, bydfi, cex.io, coinbase exchange, coinex, coinmetro, coinstore, coinw, crypto.com exchange, dex-trade, digifinex, emirex, fmfw.io, foxbit, gate, hibt, hotcoin, htx, icrypex, kcex, koinpark, kraken, latoken, lbank, mexc, nami exchange, nonkyc.io, okx, p2b, phemex, pionex, safebit, tinyman, tokocrypto, toobit, trubit, weex, whitebit, woo x, xbo.com, xt.com"
usdtb,7.7947,False,True,False,ethereum,"curve (ethereum), fluid"
kelp-dao-restaked-eth,7.0627,False,False,False,ethereum,"balancer v2, curve (ethereum), uniswap v3 (ethereum)"
myx-finance,8.1862,False,False,False,binance-smart-chain,"biconomy.com, bigone, bitget, bitmart, bitunix, btcc, coinex, coinone, digifinex, gate, hibt, hotcoin, kcex, lbank, mexc, ourbit, pancakeswap v3 (bsc), uniswap v3 (bsc), uniswap v4 (bsc), weex, xt.com"
sei-network,8.3136,True,True,True,sei-network,"backpack exchange , bingx, bit2me, bitfinex, bitget, bithumb, bitkan, bitlo, bitmart, bitrue, bitstamp, bittime, bitvavo, blofin, btcc, bvox, bydfi, cex.io, changenow, coinbase exchange, coincatch, coindcx, coinex, coinone, coinstore, cointr, coinup.io, crypto.com exchange, digifinex, digitalexchange.id, fastex, foxbit, gate, giottus, grovex, hibt, hitbtc, hotcoin, htx, kinesis money, korbit, kraken, lbank, lcx exchange, mercado bitcoin, mexc, mudrex, nami exchange, novadax, okj, openocean, orangex, osmosis, ourbit, paribu, phemex, pionex, safebit, tapbit, tokenize, tokocrypto, upbit, weex, whitebit, xbo.com, xt.com, young platform, zebpay"
flare-networks,7.719,False,True,True,flare-networks,"altcointrader, bingx, bitbank, bithumb, bitmart, bitrue, bitstamp, bittime, bittrade, bitvavo, btcmarkets, btcturk | kripto, bvox, cex.io, changenow, coinbase exchange, coinex, crypto.com exchange, digifinex, gate, giottus, hotcoin, htx, icrypex, indodax, korbit, kraken, lbank, mexc, mudrex, nonkyc.io, novadax, okx, paribu, phemex, poloniex, probit global, xbo.com, xt.com, young platform, zondacrypto"
bfusd,7.6901,True,False,False,bfusd,
bonk,8.469,True,True,True,"aptos, arbitrum-one, binance-smart-chain, ethereum, neon-evm, polygon-pos, solana, unichain","arkham, ascendex (bitmax), backpack exchange , biconomy.com, bigone, binance us, bingx, bit2me, bitazza, bitfinex, bitget, bitkan, bitmart, bitrue, bitstamp, bitvavo, blofin, btse, bvox, cex.io, coinbase exchange, coinex, coins.ph, cointr, coinup.io, coinw, crypto.com exchange, dex-trade, digifinex, foxbit, gate, gemini, grovex, hibt, hotcoin, htx, indodax, kcex, kraken, lbank, meteora, mexc, nami exchange, okx, orangex, orca, ourbit, p2b, pancakeswap v3 (bsc), pancakeswap v3 (solana), pionex, raydium (clmm), safebit, saros amm, slex, tapbit, tokocrypto, toobit, tothemoon, trubit, weex, whitebit, woo x, xbo.com, xt.com, zoomex"
stakewise-v3-oseth,6.9726,False,False,False,"arbitrum-one, ethereum","balancer v2, balancer v2 (arbitrum), balancer v3 (arbitrum), balancer v3 (ethereum), curve (ethereum), uniswap v3 (ethereum)"
filecoin,8.2704,True,True,True,filecoin,"ascendex (bitmax), azbit, biconomy.com, bigone, bingx, bit, bit2me, bitazza, bitcastle, bitdelta, bitfinex, bitget, bitkan, bitmart, bitrue, bittime, bitunix, bitvavo, blofin, btse, bydfi, cex.io, coinbase exchange, coincatch, coinex, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, digifinex, fameex, fmfw.io, gate, gemini, grovex, hibt, hotcoin, htx, kcex, koinpark, kraken, lbank, mexc, nami exchange, okx, orangex, ourbit, phemex, pionex, pointpay, poloniex, qmall, slex, tapbit, tokocrypto, toobit, trubit, weex, whitebit, woo x, xbo.com, xt.com, young platform"
fetch-ai,8.1709,True,True,True,"binance-smart-chain, cardano, ethereum, osmosis","arkham, ascendex (bitmax), biconomy.com, binance us, bingx, bitazza, bitcastle, bitdelta, bitfinex, bitget, bitkan, bitkub, bitmart, bitrue, bitstamp, bittime, bitunix, bitvavo, blofin, btse, bvox, bydfi, cex.io, coinbase exchange, coincatch, coinex, coinstore, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, dex-trade, digifinex, fameex, gate, gemini, grovex, hibt, hotcoin, htx, indodax, kcex, kraken, latoken, lbank, lcx exchange, mercado bitcoin, mexc, nami exchange, okx, orangex, osmosis, ourbit, pancakeswap (v2), phemex, pionex, pointpay, slex, tapbit, tokocrypto, toobit, trubit, uniswap v3 (bsc), uniswap v3 (ethereum), weex, whitebit, xbo.com, xt.com, zoomex"
sky,7.9523,False,True,True,"ethereum, hydration","azbit, biconomy.com, binance us, bitazza, bitbank, bitfinex, bitget, bithumb, bitkan, bitkub, bitmart, bitrue, bitso, bitunix, bitvavo, blofin, coinbase exchange, coincatch, coindcx, coinex, coinmetro, coinone, cointr, coinw, crypto.com exchange, exmo, gate, gemini, hibt, hotcoin, htx, hydration, indodax, kanga, kcex, korbit, kraken, lcx exchange, luno, mercado bitcoin, mexc, nami exchange, novadax, okx, ourbit, phemex, pointpay, probit global, tokocrypto, tothemoon, uniswap v2 (ethereum), uniswap v3 (ethereum), uniswap v4 (ethereum), upbit, upbit indonesia , weex, woo x, xbo.com, xt.com, young platform"
official-trump,8.4678,True,True,True,solana,"arkham, biconomy.com, bigone, binance us, bit2me, bitazza, bitdelta, bitget, bitkan, bitmart, bitrue, bitstamp, bitunix, bitvavo, blofin, btse, bvox, bydfi, cex.io, coinbase exchange, coincatch, coinex, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, dex-trade, dexalot, digifinex, gate, hibt, hotcoin, htx, kcex, kraken, latoken, lbank, meteora, mexc, nami exchange, okj, okx, orangex, orca, ourbit, p2b, pancakeswap v3 (solana), phemex, pionex, pointpay, raydium, raydium (clmm), safebit, slex, tapbit, tokocrypto, toobit, tothemoon, trubit, weex, whitebit, xbo.com, xt.com, zoomex"
lombard-staked-btc,7.7219,False,True,False,"base, berachain, binance-smart-chain, corn, ethereum, etherlink, katana, solana, sonic, sui, swellchain, tac","aerodrome slipstream, balancer v3 (base), bluefin, cetus, curve (ethereum), derive (spot), equalizer (base), flowx clmm, fluid, iguanadex, meteora, momentum, oku trade (corn), oku trade (etherlink), pancakeswap v3 (base), steamm, sushiswap v3 (katana), turbos finance, uniswap v3 (ethereum)"
liquid-staked-ethereum,7.1979,False,False,False,"base, ethereum","aerodrome slipstream, bit, coinbase exchange, kraken, uniswap v3 (base), uniswap v3 (ethereum)"
jupiter-exchange-solana,8.0913,True,True,True,"solana, unichain","backpack exchange , biconomy.com, bingx, bit2me, bitcointry, bitdelta, bitget, bitkan, bitmart, bitrue, bittime, bitunix, bitvavo, bvox, coinex, cointr, coinup.io, coinw, crypto.com exchange, digifinex, fameex, gate, grovex, hibt, hotcoin, htx, indodax, kcex, kraken, latoken, lcx exchange, meteora, mexc, okx, orca, ourbit, pancakeswap v3 (solana), phemex, pionex, pointpay, pumpswap, raydium, raydium (clmm), slex, tapbit, tokocrypto, toobit, weex, whitebit, xt.com, zoomex"
paypal-usd,8.2239,False,True,True,"arbitrum-one, ethereum, solana","bingx, bitget, bitstamp, bullish, changenow, crypto.com exchange, cube, curve (ethereum), gate, grovex, hotcoin, htx, icrypex, inx one, kraken, manifest, meteora, okx, orca, pancakeswap v3 (solana), raydium (clmm), saros dlmm, stabble, tokenize, uniswap v3 (ethereum), uniswap v4 (ethereum), valr, weex, xbo.com"
tether-gold,8.2331,False,True,True,ethereum,"ascendex (bitmax), balancer v2, balancer v3 (ethereum), biconomy.com, bigone, bingx, bitcastle, bitdelta, bitfinex, bitget, bitmart, bitrue, bitstorage, bitunix, blofin, bvox, changenow, coindcx, coinex, coins.ph, coinup.io, coinw, dex-trade, digifinex, earnbit, exmo, fameex, foxbit, gate, giottus, hitbtc, hotcoin, htx, icrypex, indodax, kcex, koinbx, kraken, latoken, lcx exchange, mexc, mudrex, niza.io, okx, orangex, ourbit, p2b, pointpay, probit global, tapbit, uniswap v3 (ethereum), uniswap v4 (ethereum), valr, weex, whitebit, xbo.com, xt.com, zoomex"
polygon-bridged-usdt-polygon,7.8889,False,False,False,polygon-pos,"apeswap (polygon), balancer v2 (polygon), curve (polygon), dooar (polygon), gt3, polycat finance, quickswap, quickswap (v3), sushiswap (polygon pos), uniswap v2 (polygon), uniswap v3 (polygon), uniswap v4 (polygon)"
renzo-restaked-eth,7.2227,False,False,False,"arbitrum-one, base, binance-smart-chain, blast, ethereum, fraxtal, linea, mode, unichain","aerodrome (base), aerodrome slipstream, balancer v2, balancer v2 (arbitrum), blasterswap, blasterswap v3, camelot v3, curve (bsc), curve (ethereum), curve (fraxtal), dackieswap v3, etherex, fenix finance, iziswap (mode), kim, kim v4, pancakeswap v3 (arbitrum), pancakeswap v3 (base), pancakeswap v3 (bsc), ramses v2, supswap, swapmode, thirdfy, thruster v3, uniswap v3 (arbitrum one), uniswap v3 (base), uniswap v3 (ethereum), uniswap v4 (ethereum), uniswap v4 (unichain), velodrome finance slipstream (fraxtal), velodrome finance v2 (mode)"
xdce-crowd-sale,7.9706,False,True,True,xdce-crowd-sale,"ascendex (bitmax), binance us, bingx, bitfinex, bitget, bitkub, bitmart, bitrue, bitstamp, bittime, bitunix, bitvavo, bvox, cex.io, changenow, coindcx, coinex, coinone, coins.ph, digifinex, fmfw.io, foxbit, gate, giottus, hitbtc, hotcoin, htx, indodax, kinesis money, kraken, lcx exchange, mercado bitcoin, mexc, mudrex, phemex, poloniex, probit global, whitebit, zebpay"
immutable-x,8.0012,True,True,True,ethereum,"ascendex (bitmax), biconomy.com, binance us, bingx, bit2me, bitazza, bitbank, bitcastle, bitdelta, bitget, bitkan, bitlo, bitmart, bitrue, bittime, bitunix, bitvavo, blofin, btcc, btcmarkets, btse, cex.io, coinbase exchange, coinex, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, digifinex, earnbit, fameex, fastex, gate, gemini, grovex, hashkey exchange, hibt, hotcoin, htx, icrypex, indodax, kanga, kcex, kraken, latoken, lbank, lcx exchange, localtrade, mercado bitcoin, mexc, nami exchange, niza.io, nonkyc.io, okx, orangex, p2b, phemex, pionex, pointpay, poloniex, probit global, qmall, secondbtc, slex, sushiswap, tapbit, tokocrypto, toobit, tothemoon, trubit, uniswap v2 (ethereum), uniswap v3 (ethereum), websea, weex, whitebit, woo x, xbo.com, xt.com, young platform, zoomex"
quant-network,7.9478,True,True,True,"energi, ethereum","ascendex (bitmax), azbit, balancer v3 (ethereum), bancor (v2), bingx, bit2me, bitcastle, bitcointry, bitdelta, bitget, bitkub, bitlo, bitmart, bitrue, bitso, bittime, bitunix, bitvavo, blofin, btcc, btcturk | kripto, bvox, bydfi, cex.io, changenow, coinbase exchange, coincatch, coinex, coinjar exchange, coinmetro, coinstore, cointr, coinup.io, crypto.com exchange, dex-trade, fameex, fmfw.io, foxbit, gate, gemini, grovex, hitbtc, hotcoin, icrypex, kanga, koinpark, kraken, latoken, lbank, mexc, mudrex, nami exchange, niza.io, ourbit, paribu, phemex, pionex, pointpay, tapbit, tokocrypto, tothemoon, trubit, uniswap v2 (ethereum), uniswap v3 (ethereum), vindax, websea, weex, whitebit, xbo.com, xt.com, zondacrypto, zoomex"
wbnb,8.569,False,False,False,binance-smart-chain,"pancakeswap (v2), pancakeswap v1 (bsc), pancakeswap v3 (bsc), squadswap wow (bsc), thena fusion, thena v3, uniswap v3 (bsc)"
optimism,8.2718,True,True,True,optimistic-ethereum,"ascendex (bitmax), biconomy.com, bigone, binance us, bingx, bit2me, bitazza, bitbank, bitcointry, bitget, bitkan, bitkub, bitmart, bitrue, bittime, bitunix, bitvavo, btse, bvox, bydfi, coinbase exchange, coincatch, coinex, cointr, coinw, curve (optimism), dex-trade, digifinex, gate, gemini, hashkey global, hotcoin, htx, kcex, kraken, lbank, mercado bitcoin, mexc, okx, orangex, ourbit, safebit, tapbit, toobit, trubit, uniswap v3 (optimism), uniswap v4 (optimism), velodrome finance, velodrome finance v2 (optimism), velodrome slipstream (optimism), weex, whitebit, xt.com, zoomex"
first-digital-usd,8.6736,True,False,False,"arbitrum-one, binance-smart-chain, ethereum, solana, sui, the-open-network","cetus, meteora, pancakeswap v3 (bsc), squadswap wow (bsc)"
syrupusdc,7.6525,False,False,False,"arbitrum-one, ethereum, solana","balancer v2 (arbitrum), curve (ethereum), fluid (arbitrum), manifest, meteora, orca, uniswap v4 (ethereum)"
pax-gold,8.2304,True,False,True,ethereum,"ascendex (bitmax), azbit, balancer v3 (ethereum), binance us, bingx, bitazza, bitget, bithumb, bitlo, bitmart, bitrue, bitso, bittime, bitunix, btcc, btcturk | kripto, bullish, bvox, bydfi, cex.io, changenow, coinbase exchange, coindcx, coinex, coinone, coinup.io, coinw, crypto.com exchange, deribit spot, dex-trade, digifinex, gate, gemini, hitbtc, hotcoin, indodax, inx one, itbit, kcex, korbit, kraken, latoken, lbank, mercado bitcoin, mexc, mudrex, nami exchange, niza.io, nonkyc.io, novadax, ourbit, phemex, pionex, tokpie, toobit, tothemoon, trubit, uniswap v2 (ethereum), uniswap v3 (ethereum), uniswap v4 (ethereum), weex, woo x, xt.com"
blockstack,7.8418,True,True,True,blockstack,"alex, ascendex (bitmax), bingx, bit2me, bitazza, bitfinex, bitflow, bitget, bithumb, bitkan, bitlo, bitrue, bittime, bitvavo, btcc, btcturk | kripto, bydfi, cex.io, coinbase exchange, coincatch, coindcx, coinex, coinone, cointr, coinup.io, coinw, crypto.com exchange, deepcoin, dex-trade, digifinex, foxbit, gate, hibt, hotcoin, korbit, kraken, mercado bitcoin, mexc, mudrex, nami exchange, okx, orangex, ourbit, paribu, phemex, pionex, tapbit, tokenize, tokocrypto, upbit, upbit indonesia , weex, whitebit, xbo.com, xt.com, young platform, zebpay"
mantle-staked-ether,7.2752,False,True,False,"ethereum, mantle","agni finance, butter.xyz, cleopatra exchange, fusionx v3, iziswap (mantle), kraken, merchant moe, merchant moe liquidity book (mantle), methlab (mantle), uniswap v3 (ethereum)"
saros-finance,7.7707,False,True,True,"solana, tomochain","ascendex (bitmax), baryonswap (viction), biconomy.com, bingx, bitget, bitunix, blofin, btse, coinex, coinup.io, cube, digifinex, fameex, gate, htx, kcex, kraken, lbank, lcx exchange, meteora, mexc, mudrex, novadax, orca, ourbit, phemex, rabbitswap, raydium (clmm), saros amm, saros dlmm"
zero-gravity,8.7139,True,False,True,"binance-smart-chain, ethereum","bingx, bitget, bithumb, bitkan, bitmart, bitrue, bitunix, bitvavo, coinex, coinup.io, coinw, gate, hashkey global, hibt, hotcoin, htx, kcex, kraken, lbank, mexc, mudrex, novadax, orangex, ourbit, pancakeswap v3 (bsc), phemex, tapbit, uniswap v3 (bsc), uniswap v4 (bsc), uniswap v4 (ethereum), upbit, xt.com"
binance-bridged-usdc-bnb-smart-chain,8.3797,False,False,False,binance-smart-chain,"biswap v3, coinswap, dooar (bsc), omni exchange v3 (bsc), pancakeswap (stableswap), pancakeswap (v2), pancakeswap infinity clmm (bsc), pancakeswap v1 (bsc), pancakeswap v3 (bsc), squadswap wow (bsc), sushiswap v3 (bsc), thena, thena fusion, thena v3, unchain x, uniswap v3 (bsc), uniswap v4 (bsc)"
spx6900,7.9091,False,True,True,"avalanche, base, ethereum, solana","aerodrome (base), arkham, ascendex (bitmax), azbit, binance us, bingx, bit2me, bitkan, bitrue, bittime, bitunix, bitvavo, blackhole v2, blackhole v3, blofin, btse, bvox, coinbase exchange, coinex, coins.ph, coinw, crypto.com exchange, deepcoin, digifinex, gate, hibt, hotcoin, indodax, kcex, kraken, lbank, lcx exchange, meteora, mexc, novadax, orca, ourbit, pancakeswap v3 (base), pancakeswap v3 (solana), phemex, raydium, raydium (clmm), tapbit, uniswap v2 (ethereum), uniswap v3 (base), uniswap v3 (ethereum), uniswap v4 (base), uniswap v4 (ethereum), woo x, xt.com"
aerodrome-finance,8.0604,False,True,True,base,"aerodrome (base), aerodrome slipstream, balancer v3 (base), biconomy.com, bingx, bit2me, bitget, bithumb, bitkan, bitkub, bitmart, bitrue, bittime, bitunix, bitvavo, blofin, bvox, coinbase exchange, coinex, coinone, crypto.com exchange, digifinex, gate, grovex, hibt, hotcoin, kcex, kraken, latoken, lbank, lcx exchange, mexc, mudrex, novadax, orangex, ourbit, pancakeswap v3 (base), phemex, solidly v3 (base), uniswap v2 (base), uniswap v3 (base), uniswap v4 (base), upbit, weex, xt.com"
